Repository URL,Pull Request URL,PR Title,Total Interesting Keywords,"""Promise"" Occurrances","""Async"" Occurrances","""Await"" Occurrances",Files Changed,Lines Changed,PR Creation Date
https://api.github.com/repos/toa-io/toa,https://github.com/toa-io/toa/pull/623,fix(exposition): fix federation race condition,53,1,18,34,30,487,2024-05-18T22:46:46Z
https://api.github.com/repos/webkom/vote,https://github.com/webkom/vote/pull/315,Fix race condition and add test,52,1,20,31,9,101,2019-02-18T21:54:32Z
https://api.github.com/repos/1024pix/pix,https://github.com/1024pix/pix/pull/2609,[BUG] Correction d'un flaky test dans CampaignController (PIX-2223),52,0,24,28,1,4,2021-02-23T14:44:31Z
https://api.github.com/repos/facebook/lexical,https://github.com/facebook/lexical/pull/211,Flaky test debugging,52,0,22,30,1,7,2021-04-13T14:57:39Z
https://api.github.com/repos/scratchfoundation/scratch-gui,https://github.com/scratchfoundation/scratch-gui/pull/7408,disable flaky test 'Creating new project resets active tab to Code tab',52,4,7,41,1,4,2021-07-27T06:49:20Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/37498,🚮 [`amp-facebook`] Remove support for the deprecated Embedded Comments.,52,2,20,30,5,123,2022-01-27T02:18:24Z
https://api.github.com/repos/Vonage/vivid,https://github.com/Vonage/vivid/pull/1324,fix(button-toggle-group): fix race condition between values property and slotted buttons,52,0,22,30,2,107,2022-06-23T13:21:49Z
https://api.github.com/repos/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby/pull/36026,fix(gatsby-source-drupal): Ensure node updates are handled sequentially to avoid race conditions when saving nodes,52,2,25,25,5,994,2022-06-30T22:52:43Z
https://api.github.com/repos/duckduckgo/duckduckgo-privacy-extension,https://github.com/duckduckgo/duckduckgo-privacy-extension/pull/2312,Remove noatb.css.,52,1,12,39,10,69,2023-10-31T09:59:47Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/60655,Embed: Avoid retrying valid URLs,52,0,11,41,2,93,2024-04-11T08:39:10Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25945,fix: mitigate race condition and flakiness for delete metametrics test,52,0,7,45,1,10,2024-07-18T15:17:30Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/68494,Update flakey module-errors test,52,0,22,30,1,44,2024-08-03T23:24:10Z
https://api.github.com/repos/langflow-ai/langflow,https://github.com/langflow-ai/langflow/pull/4919,Refactor: update nestedComponent test to improve performance,52,0,4,48,1,8,2024-11-28T14:31:14Z
https://api.github.com/repos/cardstack/portfolio,https://github.com/cardstack/portfolio/pull/203,deal with flaky test,51,0,16,35,1,2,2019-06-11T20:02:28Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/28764,Remove references to whitelist in ads,51,21,15,15,23,136,2020-06-09T09:14:56Z
https://api.github.com/repos/openactive/openactive-test-suite,https://github.com/openactive/openactive-test-suite/pull/109,Add cross-platform CI,51,2,8,11,30,230,2020-07-20T09:00:31Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34320,♿  [amp-render] add aria-live attribute if not specified,51,6,16,29,2,71,2021-05-11T17:51:28Z
https://api.github.com/repos/pinojs/pino,https://github.com/pinojs/pino/pull/1186,fixed flaky test in transport,51,3,18,30,1,3,2021-10-25T17:10:12Z
pinojs/pino,https://github.com/pinojs/pino/pull/1186,fixed flaky test in transport,51,3,18,30,1,3,2021-10-25T17:10:12Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/37507,♻️ 🏗 Move video player related Bento components to `src/bento`,51,0,22,29,30,245,2022-01-27T19:08:42Z
https://api.github.com/repos/tbf-challenge/teamwork-be,https://github.com/tbf-challenge/teamwork-be/pull/282,fix flaky test,51,0,44,7,6,31,2022-10-30T12:10:17Z
https://api.github.com/repos/SocexSolutions/agenda-v2,https://github.com/SocexSolutions/agenda-v2/pull/337,feat(api): add mutex lock util,51,1,20,27,6,131,2022-11-06T18:56:21Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/46689,Migrate Classic block tests to Playwright,51,0,7,44,3,326,2022-12-20T19:43:10Z
https://api.github.com/repos/elementor/elementor,https://github.com/elementor/elementor/pull/24886,Internal: Fixed flaky test in plugin tester [ED-13464],51,0,5,46,1,6,2024-01-23T09:41:08Z
https://api.github.com/repos/ldbv-by/bav4,https://github.com/ldbv-by/bav4/pull/2621,TimeTravelSlider: fix flaky test,51,0,25,26,2,171,2024-10-10T12:15:32Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/27366,Auto advance from audio on story cover page.,50,11,20,19,2,24,2020-03-23T21:26:16Z
https://api.github.com/repos/christroutner/slp-cli-wallet,https://github.com/christroutner/slp-cli-wallet/pull/32,fix(send-all): Fixed race condition when working with testnet,50,0,25,25,11,198,2020-11-04T00:10:25Z
https://api.github.com/repos/flossbank/fastify-api,https://github.com/flossbank/fastify-api/pull/188,Remove race condition from org tests,50,0,21,29,5,664,2021-01-02T06:09:33Z
https://api.github.com/repos/adhocteam/Head-Start-TTADP-old,https://github.com/adhocteam/Head-Start-TTADP-old/pull/428,Attempt to un-flak-ify some frontend tests,50,0,13,37,2,36,2021-09-17T22:39:22Z
https://api.github.com/repos/sillsdev/web-languageforge,https://github.com/sillsdev/web-languageforge/pull/1660,Disable potentially flaky tests,50,4,5,41,1,2,2022-12-22T12:56:40Z
https://api.github.com/repos/huridocs/uwazi,https://github.com/huridocs/uwazi/pull/5417,Fix flaky and properly close all handles convertToPdf specs,50,0,21,29,2,7,2023-01-05T08:17:57Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/61615,Interactivity API: Fix flaky tests for attribute hydration,50,0,12,38,3,16,2024-05-13T10:42:23Z
https://api.github.com/repos/HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2600,[TTAHUB-3380] add dupe constraint to ARO,50,0,5,45,2,27,2025-01-21T15:10:01Z
https://api.github.com/repos/parse-community/parse-server,https://github.com/parse-community/parse-server/pull/7187,Fix flaky test with transactions,49,0,14,35,6,264,2021-02-12T23:57:45Z
https://api.github.com/repos/folio-org/stripes-components,https://github.com/folio-org/stripes-components/pull/1620,STCOM-880 skip flaky focus tests,49,0,23,26,5,17,2021-09-27T20:49:21Z
https://api.github.com/repos/huridocs/uwazi,https://github.com/huridocs/uwazi/pull/4720,Fix flaky tests on API's entitySavingManager spec and convert-entity-template e2e,49,1,19,29,4,12,2022-06-07T18:12:31Z
https://api.github.com/repos/advplyr/audiobookshelf,https://github.com/advplyr/audiobookshelf/pull/4055,Fix: flaky 2.15.0 migration test,49,0,10,39,1,18,2025-02-27T06:00:28Z
marblejs/marble,https://github.com/marblejs/marble/pull/201,"fix(core, messaging): race conditions",48,2,11,35,16,385,2020-01-09T07:10:11Z
https://api.github.com/repos/BrightspaceUI/core,https://github.com/BrightspaceUI/core/pull/449,Scroll into view fix,48,0,15,33,5,20,2020-04-06T15:59:05Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/32407,♻️ UserError and userAssert without runtime + shared parseDateAttrs helper,48,0,21,27,10,659,2021-02-03T21:19:36Z
https://api.github.com/repos/jwplayer/amphtml,https://github.com/jwplayer/amphtml/pull/62,Extend AMP Params,48,0,20,28,3,481,2021-07-08T17:55:29Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/35163,✨ ✅ 🐛  Add new data attributes to `amp-jwplayer`,48,0,20,28,6,576,2021-07-09T13:44:38Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/55484,[Mobile] - Update closePicker util and updates Image Block test data,48,0,5,43,3,46,2023-10-19T12:02:18Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/24809,fix: flaky test for `Request Queuing for Multiple Dapps and Txs on different networks. should switch to the dapps network automatically when handling sendTransaction calls`,48,0,4,44,1,9,2024-05-28T08:13:22Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/70368,test: fix race condition in serverComponentsHmrCache tests,48,0,15,33,1,16,2024-09-23T21:57:05Z
https://api.github.com/repos/pouchdb-community/ember-pouch,https://github.com/pouchdb-community/ember-pouch/pull/247,"Update test matrix to include 2.18, 3.4, 3.8, and 3.12",47,25,22,0,3,42,2019-11-11T21:52:30Z
https://api.github.com/repos/ampproject/amp-github-apps,https://github.com/ampproject/amp-github-apps/pull/1001,[test-case-reporting] Misc. fixes and updates to make app useful,47,0,21,26,11,283,2020-10-09T20:52:14Z
https://api.github.com/repos/nasa/openmct,https://github.com/nasa/openmct/pull/5061,fix a couple flaky tests,47,9,7,31,4,40,2022-04-12T18:53:09Z
https://api.github.com/repos/parse-community/Parse-SDK-JS,https://github.com/parse-community/Parse-SDK-JS/pull/1670,ci: Fix flaky tests due to open server connection,47,0,11,24,3,68,2023-01-27T01:05:50Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/58181,"Interactivity API: Fix flaky test on-window, remove duplicate expect on-document.",47,0,10,37,2,12,2024-01-24T13:03:12Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/65822,test: fix flaky tests and disabled constant failing ones,47,0,11,36,7,30,2024-05-15T22:41:30Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/40221,unskip some more tests,47,21,11,15,2,6,2025-01-08T22:30:33Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/13596,Add some missing waits for data that loads async,46,0,21,25,3,12,2020-07-24T18:50:33Z
https://api.github.com/repos/p3ol/junipero,https://github.com/p3ol/junipero/pull/585,chore(deps): update jest monorepo to v27 (major),46,0,33,13,11,1591,2021-07-26T21:27:54Z
https://api.github.com/repos/medic/cht-core,https://github.com/medic/cht-core/pull/7231,wait for submit button to disappear,46,0,2,44,2,5,2021-08-04T22:01:43Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/16282,[e2e] Fix Dapp interactions flaky test on chrome,46,0,4,42,1,2,2022-10-26T12:19:28Z
https://api.github.com/repos/GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/2856,migrate code from googleapis/nodejs-asset,46,1,15,30,18,1189,2022-11-16T21:04:29Z
https://api.github.com/repos/ProjectEvergreen/greenwood,https://github.com/ProjectEvergreen/greenwood/pull/1128,feature/issue 1008 netlify adapter plugin,46,7,13,21,18,6043,2023-07-23T22:39:17Z
https://api.github.com/repos/TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/20389,Fixed race condition when updating member's `last_seen_at` timestamp,46,2,17,27,5,308,2024-06-13T20:58:17Z
https://api.github.com/repos/medic/cht-core,https://github.com/medic/cht-core/pull/5273,Updates seq of live changes in batched changes feeds,45,45,0,0,4,404,2019-01-23T11:26:35Z
https://api.github.com/repos/parcel-bundler/parcel,https://github.com/parcel-bundler/parcel/pull/3419,Increase timeouts for unit tests requiring WorkerFarm,45,3,15,27,2,7,2019-08-16T19:39:07Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/33439,"❄️Skip flaky tests in amp-carousel:1.0, amp-animation, amp-onetap-google",45,4,15,26,3,9,2021-03-23T16:10:10Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34713,"🏗 Extension generator inserts in order: `name`, `version`, `latestVersion`",45,0,14,31,3,26,2021-06-04T19:03:59Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/35754,❄️  Fix check failure,45,10,16,19,1,2,2021-08-20T17:39:54Z
https://api.github.com/repos/magento/pwa-studio,https://github.com/magento/pwa-studio/pull/3542,PWA-2372 Fix 404 page,45,1,17,27,10,149,2021-11-05T18:20:12Z
immobiliare/dats,https://github.com/immobiliare/dats/pull/48,test: fix flaky tests,45,4,13,28,1,61,2021-11-12T12:18:38Z
https://api.github.com/repos/OperationCode/front-end,https://github.com/OperationCode/front-end/pull/842,feat: prevent form submission double click race condition,44,2,18,24,5,48,2019-10-05T21:17:05Z
https://api.github.com/repos/preactjs/preact,https://github.com/preactjs/preact/pull/2570,Initialize children if they're null in suspense,44,44,0,0,2,54,2020-06-03T20:51:59Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/24218,Backport fixes to include on WordPress 5.5 beta 4,44,2,26,16,30,632,2020-07-27T13:04:45Z
https://api.github.com/repos/jwplayer/amphtml,https://github.com/jwplayer/amphtml/pull/44,[JW8-11877][JW8-11874][JW8-11880] Add setup method to amp-jwplayer,44,0,18,26,3,428,2021-05-21T19:28:51Z
https://api.github.com/repos/jwplayer/amphtml,https://github.com/jwplayer/amphtml/pull/60,[JW8-11900][JW8-11872] Integrate with amp-consent and add custom macros,44,0,18,26,3,163,2021-06-30T21:01:20Z
https://api.github.com/repos/GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/2834,migrate code from googleapis/nodejs-containeranalysis,44,0,15,27,22,1444,2022-11-11T16:32:50Z
https://api.github.com/repos/microsoft/contosotraders-cloudtesting,https://github.com/microsoft/contosotraders-cloudtesting/pull/151,Playwright 1.31,44,0,13,31,14,18623,2023-03-06T23:43:03Z
https://api.github.com/repos/simple-icons/svglint,https://github.com/simple-icons/svglint/pull/107,fix: Fix race condition when using the API,44,2,21,21,8,82,2024-06-07T15:19:41Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64776,"Flaky Test: Fix ""Sorting"" test in new-templates-list.spec.js ",44,1,6,37,1,12,2024-08-24T15:32:05Z
https://api.github.com/repos/screwdriver-cd/queue-worker,https://github.com/screwdriver-cd/queue-worker/pull/121,fix(1482): fix race conditions for collapse,43,0,22,21,4,211,2019-02-18T22:35:46Z
https://api.github.com/repos/nasa/cumulus,https://github.com/nasa/cumulus/pull/1052,Cumulus 1344 -- Fix api provider unit tests,43,0,11,32,3,41,2019-06-14T22:35:21Z
https://api.github.com/repos/aeternity/tipping-community-backend,https://github.com/aeternity/tipping-community-backend/pull/295,fix(cache): increases timeouts on flaky tests,43,0,11,32,1,6,2021-04-14T15:08:29Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/33995,✨  [amp-render] Implement URL variable substitutions,43,6,14,23,2,234,2021-04-23T21:10:47Z
https://api.github.com/repos/commercetools/ui-kit,https://github.com/commercetools/ui-kit/pull/1928,fix(deps): update jest monorepo (major),43,0,19,24,6,3066,2021-05-31T02:52:56Z
https://api.github.com/repos/Automattic/wp-calypso,https://github.com/Automattic/wp-calypso/pull/54740,Playwright: restructure tests to remove non-determinism,43,1,17,25,4,165,2021-07-20T23:44:41Z
https://api.github.com/repos/phcode-dev/phoenix,https://github.com/phcode-dev/phoenix/pull/643,selection view manager,43,3,14,26,15,1206,2022-08-24T15:22:01Z
https://api.github.com/repos/ldbv-by/bav4,https://github.com/ldbv-by/bav4/pull/1850,OlMeasurementHandler:fix flaky tests,43,0,22,21,1,10,2023-07-03T12:22:13Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/25782,Supplemental Claims | Skip flaky unit tests,43,0,20,23,1,6,2023-09-20T19:52:32Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/24939,fix: flaky test `Test Snap update via snaps component -can install an old and then update via the snaps component`,43,0,2,41,1,5,2024-05-31T11:21:19Z
https://api.github.com/repos/release-it-plugins/workspaces,https://github.com/release-it-plugins/workspaces/pull/32,Ensure dependencyUpdates and versionUpdates can reference the same file.,42,2,20,20,2,124,2020-04-27T20:18:33Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/24012,useBlockSync: Fix race condition when onChange callback changes,42,0,26,16,2,134,2020-07-17T01:21:06Z
https://api.github.com/repos/natcap/invest-workbench,https://github.com/natcap/invest-workbench/pull/130,Bugfix/96 unreliable windows puppeteer,42,1,8,33,3,107,2021-03-08T22:05:52Z
https://api.github.com/repos/Vonage/vivid,https://github.com/Vonage/vivid/pull/1317,test(popup): remove flaky tests,42,2,16,24,3,22,2022-06-09T18:13:58Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/21761,[department-of-veterans-affairs/va-virtual-agent#491] Fix flaky test,42,2,18,22,1,37,2022-07-25T20:16:19Z
https://api.github.com/repos/senecajs/seneca-dynamo-store,https://github.com/senecajs/seneca-dynamo-store/pull/15,Provide a naive implementation of upserts,42,0,9,33,6,11660,2022-10-10T20:32:59Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/38721,❄️ Disable flaky tests `amp-mowplayer with data-mediaid` and `amp-ad-network-doubleclick-impl - regular #getAdUrl expands CLIENT_ID in targeting`,42,24,9,9,2,9,2023-03-23T16:49:58Z
https://api.github.com/repos/alephdata/aleph,https://github.com/alephdata/aleph/pull/3011,Fix flaky test,42,0,10,32,1,9,2023-04-25T14:21:05Z
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/63025,Fix flaky test by removing unecessary NODE_OPTIONS='--inspect',42,2,14,26,2,6,2024-03-08T00:53:42Z
https://api.github.com/repos/Helioviewer-Project/helioviewer.org,https://github.com/Helioviewer-Project/helioviewer.org/pull/610,Stabilize test 2,42,0,4,38,5,72,2024-09-12T19:22:50Z
https://api.github.com/repos/huridocs/uwazi,https://github.com/huridocs/uwazi/pull/2581,Fix flaky,41,3,10,28,4,85,2019-10-13T21:38:53Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/34351,✅ Add unit tests for amp-facebook-page,41,2,15,24,2,318,2021-05-12T19:54:31Z
https://api.github.com/repos/jwplayer/amphtml,https://github.com/jwplayer/amphtml/pull/58,✨ ✅ [JW8-11876] Add cust-params data attribute for ads,41,0,17,24,3,47,2021-06-23T18:24:31Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/17689,Missing awaits,41,0,17,24,2,7,2021-06-24T19:22:28Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/35342,✨ Bento `amp-audio`,41,0,14,27,16,1069,2021-07-21T20:40:57Z
https://api.github.com/repos/TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/15829,🐛 Fixed race condition when sending email,41,2,12,27,3,123,2022-11-15T10:27:22Z
https://api.github.com/repos/medic/cht-core,https://github.com/medic/cht-core/pull/8343,chore(#8342): disable flaky test,41,0,7,34,1,2,2023-06-26T01:08:41Z
https://api.github.com/repos/TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/18130,Fixed flaky announcement test for Admin X,41,0,6,35,1,44,2023-09-14T07:07:17Z
https://api.github.com/repos/hmcts/rpx-xui-webapp,https://github.com/hmcts/rpx-xui-webapp/pull/3910,Fix potential race condition in AppConfig init,41,1,23,17,23,837,2024-09-25T15:00:50Z
strapi/strapi,https://github.com/strapi/strapi/pull/21576,fix: perform index diff ignoring array order,41,0,21,20,2,946,2024-10-03T14:35:36Z
https://api.github.com/repos/adobe/franklin-sidekick-library,https://github.com/adobe/franklin-sidekick-library/pull/117,fix: flaky test,41,0,16,25,2,13,2024-10-07T01:20:15Z
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/14515,Address flaky tests for new facility page,40,0,10,30,1,54,2020-10-08T14:28:23Z
https://api.github.com/repos/ministryofjustice/hmpps-risk-assessment-ui,https://github.com/ministryofjustice/hmpps-risk-assessment-ui/pull/314,Update save and continue controller to remove race condition,40,0,20,20,2,15,2021-12-08T13:29:14Z
https://api.github.com/repos/ampproject/amphtml,https://github.com/ampproject/amphtml/pull/37309,Extract AMPPreactBaseElement,40,2,16,22,30,844,2022-01-06T17:20:53Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/39689,Fix Gallery block flaky test image captions,40,0,6,34,1,6,2022-03-23T12:22:01Z
https://api.github.com/repos/facebook/react,https://github.com/facebook/react/pull/26561,Fix: Move `destroy` field to shared instance object,40,1,9,30,3,143,2023-04-06T01:23:25Z
https://api.github.com/repos/platformatic/platformatic,https://github.com/platformatic/platformatic/pull/2137,Fix flaky test in runtime,40,4,8,28,4,133,2024-02-22T18:32:19Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/61818,PaletteEdit: Fix another flaky test,40,0,10,30,1,12,2024-05-21T10:29:51Z
https://api.github.com/repos/purecloudlabs/genesys-cloud-streaming-client-webrtc-sessions,https://github.com/purecloudlabs/genesys-cloud-streaming-client-webrtc-sessions/pull/22,CORE-9337 - Auto answer race condition Fix,39,18,12,9,3,52,2019-11-18T20:31:13Z
https://api.github.com/repos/schedulemaker/schedulemaker-old,https://github.com/schedulemaker/schedulemaker-old/pull/18,Merged code cleanup and scheduler modifications into master,39,0,24,15,24,1856,2019-11-27T16:47:17Z
https://api.github.com/repos/openactive/openactive-test-suite,https://github.com/openactive/openactive-test-suite/pull/44,"Fix ""race condition"": check if previous / current step succeeded",39,0,5,5,7,469,2020-03-05T15:35:41Z
https://api.github.com/repos/atom/github,https://github.com/atom/github/pull/2573,Correct a flaky test,39,0,13,26,1,9,2020-11-26T23:18:48Z
https://api.github.com/repos/ether/etherpad-lite,https://github.com/ether/etherpad-lite/pull/4983,collab_client: Fix race condition with character composition,39,4,11,24,6,530,2021-03-29T07:27:44Z
https://api.github.com/repos/scality/cloudserver,https://github.com/scality/cloudserver/pull/4417,bugfix: CLDSRV-170 skip orphan cleanup in UploadPart[Copy],39,35,4,0,7,423,2022-04-11T17:52:14Z
https://api.github.com/repos/scality/cloudserver,https://github.com/scality/cloudserver/pull/4435,bugfix: CLDSRV-170 skip orphan cleanup in UploadPart[Copy],39,35,4,0,7,423,2022-04-12T02:13:06Z
https://api.github.com/repos/scality/cloudserver,https://github.com/scality/cloudserver/pull/4440,[HOTFIX 7.4.10.2] bugfix: CLDSRV-170 skip orphan cleanup in UploadPart[Copy],39,35,4,0,9,933,2022-04-12T16:39:21Z
https://api.github.com/repos/beyondessential/tamanu,https://github.com/beyondessential/tamanu/pull/3301,EPI-275: Skip flaky test until we can fix it,39,1,9,29,1,3,2022-12-08T03:34:05Z
https://api.github.com/repos/hotwired/turbo,https://github.com/hotwired/turbo/pull/1250,Fix stale refresh URL caused by debouncing,39,0,10,29,3,24,2024-04-21T16:59:26Z
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/61791,PaletteEdit: Fix flaky test,39,0,10,29,1,12,2024-05-20T12:58:35Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/24898,fix: flaky test `Settings Redirects to ENS domains when user inputs ENS into address bar`,39,0,12,27,5,263,2024-05-30T10:09:48Z
https://api.github.com/repos/JeremyLoh/task-tracker,https://github.com/JeremyLoh/task-tracker/pull/2,Add List Command for listing all tasks,39,2,14,23,10,1643,2024-09-13T15:18:39Z
https://api.github.com/repos/cadence-workflow/cadence-web,https://github.com/cadence-workflow/cadence-web/pull/807,Workflow history - fix flaky test,39,1,16,22,1,31,2025-02-05T13:17:21Z
https://api.github.com/repos/cadence-workflow/cadence-web,https://github.com/cadence-workflow/cadence-web/pull/809,add queryByText inside waitFor,39,1,16,22,1,2,2025-02-05T16:29:12Z
https://api.github.com/repos/GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/4001,chore: fix flaky tests,39,0,30,9,10,237,2025-02-28T23:11:57Z
https://api.github.com/repos/gilmoreorless/moment-timezone-data-webpack-plugin,https://github.com/gilmoreorless/moment-timezone-data-webpack-plugin/pull/11,Add `cacheDir` option to plugin.,38,0,18,20,5,98,2019-06-14T18:02:24Z
https://api.github.com/repos/folio-org/ui-agreements,https://github.com/folio-org/ui-agreements/pull/575,"fix flaky tests, refs ERM-825",38,3,11,24,1,6,2020-07-23T23:11:41Z
https://api.github.com/repos/wolox-training/rm-express-js,https://github.com/wolox-training/rm-express-js/pull/16,Invalidate sessions,38,0,17,21,13,198,2021-10-13T03:20:18Z
https://api.github.com/repos/medic/cht-core,https://github.com/medic/cht-core/pull/7982,Export action e2e tests,38,0,6,32,11,273,2022-12-13T14:50:42Z
https://api.github.com/repos/codecov/gazebo,https://github.com/codecov/gazebo/pull/2158,fix: Flaky tests found in desktop menu,38,0,15,23,1,30,2023-07-26T16:40:28Z
https://api.github.com/repos/pk910/PoWFaucet,https://github.com/pk910/PoWFaucet/pull/69,Bump node-fetch from 2.7.0 to 3.3.2,38,4,16,18,3,304,2024-01-05T21:10:24Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25648,fix: flaky test `Test Snap Get Locale test snap_getLocale functionality`,38,0,2,36,1,11,2024-07-03T06:58:19Z
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25648,fix: flaky test `Test Snap Get Locale test snap_getLocale functionality`,38,0,2,36,1,11,2024-07-03T06:58:19Z
https://api.github.com/repos/openedx/frontend-app-authoring,https://github.com/openedx/frontend-app-authoring/pull/1193,test: fix flaky library-authoring test [FC-0059],38,2,11,25,1,5,2024-07-30T20:07:30Z
vitejs/vite,https://github.com/vitejs/vite/pull/18413,test: replace fs mocking in css module compose test,38,0,16,22,2,79,2024-10-21T09:36:51Z
https://api.github.com/repos/goodeggs/express-promise-middleware,https://github.com/goodeggs/express-promise-middleware/pull/2,Fix race condition bug.,37,12,13,12,2,31,2019-01-08T19:18:51Z
https://api.github.com/repos/sindresorhus/p-map,https://github.com/sindresorhus/p-map/pull/21,Fix test race condition,37,3,15,19,1,30,2019-07-15T22:39:53Z
sindresorhus/p-map,https://github.com/sindresorhus/p-map/pull/21,Fix test race condition,37,3,15,19,1,30,2019-07-15T22:39:53Z
https://api.github.com/repos/nasa/cumulus,https://github.com/nasa/cumulus/pull/1567,CUMULUS-1853 Fix race condition in DiscoverGranules duplicate handling tests,37,0,8,29,18,1257,2020-04-11T15:48:48Z
https://api.github.com/repos/taskcluster/taskcluster,https://github.com/taskcluster/taskcluster/pull/2929,Prevent onConnected from occuring before a message,37,4,11,22,3,31,2020-05-29T20:36:55Z
https://api.github.com/repos/1024pix/pix,https://github.com/1024pix/pix/pull/2561,[API] Corriger le flaky test du script create-certification-center-memberships-from-organization-admins_test.js (PIX-2169).,37,0,11,26,1,36,2021-02-16T11:09:14Z
https://api.github.com/repos/dashevo/dapi,https://github.com/dashevo/dapi/pull/341,feat: `waitForStateTransactionResult` checks existing result,37,23,7,7,21,1122,2021-02-25T11:48:53Z
https://api.github.com/repos/cypress-io/cypress,https://github.com/cypress-io/cypress/pull/16457,fix(cy.intercept): always wait for request before waiting for response,37,28,3,6,2,13,2021-05-11T17:47:09Z
https://api.github.com/repos/cypress-io/cypress,https://github.com/cypress-io/cypress/pull/17104,chore: fix retry flaky tests in net_stubbing_spec,37,28,3,6,2,10,2021-06-24T14:48:45Z
https://api.github.com/repos/kuzzleio/sdk-javascript,https://github.com/kuzzleio/sdk-javascript/pull/651,Hotfix heartbeat race condition,37,4,7,26,2,89,2021-07-15T21:01:09Z
