repo_url,repo_name,pr_url,author,title,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords,total_async_keywords_count,files_changed_in_pr,lines_changed_in_pr,total_test_files,files_with_test_and_async,created_at,merged_at,async_keywords_breakdown,files_async_counts
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/27599,seaona,fix: flaky test `Block Explorer links to the token tracker in the explorer`,test/e2e/tests/dapp-interactions/block-explorer.spec.js,flaky test,describe(;it(,async,6,1,71,1,1,2024-10-03T10:30:32Z,2024-10-03T12:39:03Z,promise:0;async:6,test/e2e/tests/dapp-interactions/block-explorer.spec.js:6
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/71260,huozhi,test: fix flaky tests for hydration error with 18.3,test/development/acceptance/hydration-error.test.ts,flaky test,describe(;it(,async,16,1,7,1,1,2024-10-14T13:45:56Z,2024-10-14T15:04:32Z,promise:0;async:16,test/development/acceptance/hydration-error.test.ts:16
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4788,bengl,V5.24.0 proposal,docs/test.ts;integration-tests/automatic-log-submission.spec.js;integration-tests/debugger/index.spec.js;integration-tests/selenium/selenium.spec.js,flaky test,describe(;it(,async;promise,32,30,667,5,4,2024-10-16T14:21:34Z,2024-10-17T15:18:23Z,promise:11;async:21,docs/test.ts:6;integration-tests/automatic-log-submission.spec.js:6;integration-tests/debugger/index.spec.js:15;integration-tests/selenium/selenium.spec.js:5
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4787,bengl,V4.48.0 proposal,docs/test.ts;integration-tests/automatic-log-submission.spec.js;integration-tests/debugger/index.spec.js;integration-tests/selenium/selenium.spec.js,flaky test,describe(;it(,async;promise,32,30,667,5,4,2024-10-16T14:12:53Z,2024-10-17T14:59:18Z,promise:11;async:21,docs/test.ts:6;integration-tests/automatic-log-submission.spec.js:6;integration-tests/debugger/index.spec.js:15;integration-tests/selenium/selenium.spec.js:5
https://api.github.com/repos/bpmn-io/dmn-js,bpmn-io/dmn-js,https://github.com/bpmn-io/dmn-js/pull/910,barmac,test: fix flaky test in literal expression,packages/dmn-js-drd/test/spec/features/definition-properties/DefinitionPropertiesSpec.js;packages/dmn-js-literal-expression/test/spec/features/textarea/TextareaEditorSpec.js,flaky test,describe(;it(,async;promise,6,5,57,2,2,2024-10-16T12:16:45Z,2024-10-16T20:59:19Z,promise:1;async:5,packages/dmn-js-drd/test/spec/features/definition-properties/DefinitionPropertiesSpec.js:1;packages/dmn-js-literal-expression/test/spec/features/textarea/TextareaEditorSpec.js:5
https://api.github.com/repos/ldbv-by/bav4,ldbv-by/bav4,https://github.com/ldbv-by/bav4/pull/2621,thiloSchlemmer,TimeTravelSlider: fix flaky test,test/modules/timeTravel/components/TimeTravelSlider.test.js,flaky test,describe(;it(,async,25,2,171,1,1,2024-10-10T12:15:32Z,2024-10-11T13:40:09Z,promise:0;async:25,test/modules/timeTravel/components/TimeTravelSlider.test.js:25
https://api.github.com/repos/tdeekens/flopflip,tdeekens/flopflip,https://github.com/tdeekens/flopflip/pull/1957,renovate[bot],fix(deps): update all dependencies,packages/react/src/hooks/use-adapter-subscription/use-adapter-subscription.spec.js,race condition,describe(;it(,async;promise,6,13,398,1,1,2024-10-21T01:44:21Z,2024-11-20T20:56:04Z,promise:3;async:3,packages/react/src/hooks/use-adapter-subscription/use-adapter-subscription.spec.js:6
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/71741,unstubbable,Fix race condition when setting client reference manifests,test/e2e/app-dir/actions/app-action.test.ts,race condition,describe(;it(,async;promise,181,13,228,1,1,2024-10-23T18:18:07Z,2024-10-23T20:10:40Z,promise:1;async:180,test/e2e/app-dir/actions/app-action.test.ts:181
https://api.github.com/repos/FlowFuse/flowfuse,FlowFuse/flowfuse,https://github.com/FlowFuse/flowfuse/pull/4686,Steve-Mcl,Ensure correct env vars are applied to device,test/unit/forge/db/models/Device_spec.js;test/unit/forge/ee/routes/api/pipeline_spec.js;test/unit/forge/routes/api/device_spec.js,flaky test,describe(;it(,async;promise,286,7,334,3,3,2024-10-23T20:15:09Z,2024-11-06T16:59:11Z,promise:16;async:270,test/unit/forge/db/models/Device_spec.js:40;test/unit/forge/ee/routes/api/pipeline_spec.js:125;test/unit/forge/routes/api/device_spec.js:121
https://api.github.com/repos/reportportal/agent-js-jest,reportportal/agent-js-jest,https://github.com/reportportal/agent-js-jest/pull/148,tristanzander,fix: remove race condition where many suites run in parallel,__tests__/index.spec.js,race condition,describe(;test(,async,1,3,82,1,1,2024-10-23T19:51:32Z,2024-11-01T15:12:45Z,promise:0;async:1,__tests__/index.spec.js:1
https://api.github.com/repos/WordPress/gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/66212,MaggieCabrera,Fix [Flaky Test] Entering zoomed out mode zooms the canvas,test/e2e/specs/site-editor/zoom-out.spec.js,flaky test,describe(;test(,async,4,1,9,1,1,2024-10-17T14:36:47Z,2024-10-17T15:52:16Z,promise:0;async:4,test/e2e/specs/site-editor/zoom-out.spec.js:4
https://api.github.com/repos/1024pix/pix,1024pix/pix,https://github.com/1024pix/pix/pull/10380,frinyvonnick,[FEATURE] Ajoute une page de loader avant les résultats de fin de parcours (PIX-14944).,mon-pix/tests/acceptance/resume-campaigns-with-type-assessment-test.js;mon-pix/tests/acceptance/skill-review-test.js;mon-pix/tests/unit/routes/assessments/resume-test.js;mon-pix/tests/unit/routes/campaigns/assessment/skill-review-test.js;mon-pix/tests/unit/routes/campaigns/entry-point-test.js;mon-pix/tests/unit/routes/campaigns/results-loader-test.js,race condition,it(;test(,async;promise,65,30,469,6,6,2024-10-22T09:58:01Z,2024-10-24T16:44:02Z,promise:16;async:49,mon-pix/tests/acceptance/resume-campaigns-with-type-assessment-test.js:11;mon-pix/tests/acceptance/skill-review-test.js:14;mon-pix/tests/unit/routes/assessments/resume-test.js:17;mon-pix/tests/unit/routes/campaigns/assessment/skill-review-test.js:2;mon-pix/tests/unit/routes/campaigns/entry-point-test.js:18;mon-pix/tests/unit/routes/campaigns/results-loader-test.js:3
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/71967,huozhi,test: remove duplicated flaky test,test/development/acceptance-app/undefined-default-export.test.ts,flaky test,describe(;it(,async,4,2,23,1,1,2024-10-28T12:55:58Z,2024-10-28T15:31:47Z,promise:0;async:4,test/development/acceptance-app/undefined-default-export.test.ts:4
https://api.github.com/repos/CesiumGS/cesium,CesiumGS/cesium,https://github.com/CesiumGS/cesium/pull/12267,ggetz,Fix `Unhandled promise rejection: undefined thrown` in CI,packages/engine/Specs/Scene/Cesium3DTilesetSpec.js,race condition,describe(;it(,async;promise,70,1,63,1,1,2024-10-29T20:18:55Z,2024-10-30T14:59:05Z,promise:9;async:61,packages/engine/Specs/Scene/Cesium3DTilesetSpec.js:70
https://api.github.com/repos/HHS/Head-Start-TTADP,HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2441,nvms,[PROD] Move filter from RTR list view to RTR search view. Update SSDI.,src/scopes/grants/index.test.js,race condition,describe(;it(,async;promise,39,10,279,1,1,2024-10-30T17:29:59Z,2024-10-30T20:48:15Z,promise:5;async:34,src/scopes/grants/index.test.js:39
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/72345,gaojude,(e2e): improve app-hmr test stability,test/development/app-hmr/hmr.test.ts,race condition,describe(;it(,async,16,13,89,1,1,2024-11-05T18:35:10Z,2024-11-05T21:44:20Z,promise:0;async:16,test/development/app-hmr/hmr.test.ts:16
https://api.github.com/repos/ghostery/ghostery-extension,ghostery/ghostery-extension,https://github.com/ghostery/ghostery-extension/pull/2033,smalluban,fix(adblocker): early execution of adblocker cosmetics,tests/e2e/spec/main.spec.js,race condition,describe(;it(,async,17,7,460,1,1,2024-11-06T15:18:09Z,2024-11-08T10:51:32Z,promise:0;async:17,tests/e2e/spec/main.spec.js:17
https://api.github.com/repos/1024pix/pix-editor,1024pix/pix-editor,https://github.com/1024pix/pix-editor/pull/802,renovate[bot],[BUMP] Update dependency vitest to v2 (api),api/tests/unit/domain/usecases/clone-skill_test.js,race condition;event race,describe(;it(,async;promise,16,4,683,2,1,2024-11-06T09:13:12Z,2024-11-07T09:07:07Z,promise:8;async:8,api/tests/unit/domain/usecases/clone-skill_test.js:16
https://api.github.com/repos/grey-box/medical-codex-admin-frontend,grey-box/medical-codex-admin-frontend,https://github.com/grey-box/medical-codex-admin-frontend/pull/29,mq022002,fix: Race condition related to modal popup conditions and addition of some QoL changes,src/utils/__tests__/handleLastResort.test.ts;src/utils/__tests__/handleTranslate.test.ts,race condition,describe(;it(,async,10,8,344,2,2,2024-11-01T19:45:55Z,2024-11-05T12:39:54Z,promise:0;async:10,src/utils/__tests__/handleLastResort.test.ts:4;src/utils/__tests__/handleTranslate.test.ts:6
https://api.github.com/repos/arochedy/react-native-check-new-archi,arochedy/react-native-check-new-archi,https://github.com/arochedy/react-native-check-new-archi/pull/1,jerinjohnk,Added types and a few code changes for easier readability,src/tests/test.ts,race condition,it(,async;promise,2,8,411,1,1,2024-11-04T19:26:25Z,2024-11-04T19:47:27Z,promise:1;async:1,src/tests/test.ts:2
https://api.github.com/repos/wmfs/tymly-fastify-plugin,wmfs/tymly-fastify-plugin,https://github.com/wmfs/tymly-fastify-plugin/pull/459,renovate[bot],build(deps): update dependency fastify to v5,test/download-spec.js;test/fastify-spec.js,flaky test,describe(;it(,async;promise,34,4,19,2,2,2024-11-04T09:24:52Z,2024-11-04T11:24:17Z,promise:1;async:33,test/download-spec.js:15;test/fastify-spec.js:19
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/72592,acdlite,Move client build ID to a global variable,packages/next/src/client/components/router-reducer/create-initial-router-state.test.tsx,race condition,describe(;it(,promise,1,18,82,1,1,2024-11-11T20:55:05Z,2024-11-12T00:00:34Z,promise:1;async:0,packages/next/src/client/components/router-reducer/create-initial-router-state.test.tsx:1
https://api.github.com/repos/vercel/next.js,vercel/next.js,https://github.com/vercel/next.js/pull/72439,gaojude,(e2e) module-level `patchFileDelay` flag,test/development/acceptance-app/undefined-default-export.test.ts;test/development/acceptance/server-component-compiler-errors-in-pages.test.ts;test/development/app-dir/server-components-hmr-cache/server-components-hmr-cache.test.ts;test/development/app-hmr/hmr.test.ts;test/development/basic/hmr.test.ts;test/development/basic/next-rs-api.test.ts;test/development/middleware-errors/index.test.ts;test/e2e/404-page-router/index.test.ts;test/e2e/app-dir/app-fetch-deduping/app-fetch-deduping.test.ts;test/e2e/app-dir/logging/fetch-logging.test.ts;test/e2e/getserversideprops/test/index.test.ts;test/e2e/prerender.test.ts;test/integration/server-side-dev-errors/test/index.test.js,flaky test,describe(;it(;test(,async;promise,450,16,177,13,13,2024-11-07T02:58:36Z,2024-11-12T11:29:03Z,promise:49;async:401,test/development/acceptance-app/undefined-default-export.test.ts:4;test/development/acceptance/server-component-compiler-errors-in-pages.test.ts:3;test/development/app-dir/server-components-hmr-cache/server-components-hmr-cache.test.ts:18;test/development/app-hmr/hmr.test.ts:16;test/development/basic/hmr.test.ts:40;test/development/basic/next-rs-api.test.ts:24;test/development/middleware-errors/index.test.ts:32;test/e2e/404-page-router/index.test.ts:6;test/e2e/app-dir/app-fetch-deduping/app-fetch-deduping.test.ts:9;test/e2e/app-dir/logging/fetch-logging.test.ts:28;test/e2e/getserversideprops/test/index.test.ts:78;test/e2e/prerender.test.ts:131;test/integration/server-side-dev-errors/test/index.test.js:61
https://api.github.com/repos/openreview/openreview-js,openreview/openreview-js,https://github.com/openreview/openreview-js/pull/66,carlosmondra,Chore: Upgrade client packages,packages/meta-extraction/test/test.js,flaky test,it(,async,37,11,17737,1,1,2024-11-12T16:30:25Z,2024-11-15T20:50:45Z,promise:0;async:37,packages/meta-extraction/test/test.js:37
https://api.github.com/repos/confluentinc/confluent-kafka-javascript,confluentinc/confluent-kafka-javascript,https://github.com/confluentinc/confluent-kafka-javascript/pull/151,milindl,Ensure that all raced promises are resolved after the race,test/promisified/consumer/consumeMessages.spec.js,race condition,it(,async,34,4,48,1,1,2024-11-11T13:44:12Z,2024-11-13T16:23:22Z,promise:0;async:34,test/promisified/consumer/consumeMessages.spec.js:34
https://api.github.com/repos/TheFocusTech/DomainQA,TheFocusTech/DomainQA,https://github.com/TheFocusTech/DomainQA/pull/58,annaafanaseva,"update testdata, skip flaky tests",tests/04Domains.spec.js;tests/08MyProfile.spec.js,flaky test,describe(;test(,async,125,4,33,2,2,2024-11-13T14:33:42Z,2024-11-13T21:27:39Z,promise:0;async:125,tests/04Domains.spec.js:71;tests/08MyProfile.spec.js:54
https://api.github.com/repos/Lighting-Sun/wdio-framework,Lighting-Sun/wdio-framework,https://github.com/Lighting-Sun/wdio-framework/pull/13,Lighting-Sun,Fixed flaky test cases and added better logs to allure report,tests/specs/addProductsToCart.spec.js;tests/specs/completePurchase.spec.js,flaky test,describe(;it(,async,5,6,22,2,2,2024-11-13T20:31:55Z,2024-11-13T20:32:03Z,promise:0;async:5,tests/specs/addProductsToCart.spec.js:3;tests/specs/completePurchase.spec.js:2
https://api.github.com/repos/TryGhost/Ghost,TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/21604,9larsons,Fixed flaky batch sending tests,ghost/core/test/integration/services/email-service/batch-sending.test.js,race condition,describe(;it(,async;promise,47,1,1,1,1,2024-11-12T21:53:10Z,2024-11-12T22:15:43Z,promise:1;async:46,ghost/core/test/integration/services/email-service/batch-sending.test.js:47
https://api.github.com/repos/opensearch-project/opensearch-js,opensearch-project/opensearch-js,https://github.com/opensearch-project/opensearch-js/pull/900,nhtruong,Version Bump: 2.13.0,test/unit/client.test.js,flaky test,test(,async;promise,5,5,67,2,1,2024-11-12T16:37:29Z,2024-11-12T19:01:46Z,promise:4;async:1,test/unit/client.test.js:5
https://api.github.com/repos/chrvadala/node-ble,chrvadala/node-ble,https://github.com/chrvadala/node-ble/pull/77,nmasse-itix,"Fix a race condition in startNotification with the ""valuechanged"" event notifications",test/GattCharacteristic.spec.js,race condition,it(;test(,async;promise,9,3,43,1,1,2024-11-27T08:51:59Z,2025-01-19T21:20:13Z,promise:3;async:6,test/GattCharacteristic.spec.js:9
https://api.github.com/repos/HHS/Head-Start-TTADP,HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2500,GarrettEHill,"[PROD] Coverage, data consistency, devops, screen shots",frontend/src/components/__tests__/BuildInfo.js;frontend/src/components/__tests__/HeaderUserMenu.js;frontend/src/pages/Admin/__tests__/index.js;frontend/src/pages/RegionalDashboard/__tests__/index.js;frontend/src/pages/RegionalGoalDashboard/__tests__/index.js,race condition,describe(;it(,async,42,30,2039,5,5,2024-11-27T16:39:06Z,2024-11-29T15:42:18Z,promise:0;async:42,frontend/src/components/__tests__/BuildInfo.js:5;frontend/src/components/__tests__/HeaderUserMenu.js:12;frontend/src/pages/Admin/__tests__/index.js:7;frontend/src/pages/RegionalDashboard/__tests__/index.js:9;frontend/src/pages/RegionalGoalDashboard/__tests__/index.js:9
https://api.github.com/repos/percy/cli,percy/cli,https://github.com/percy/cli/pull/1793,Amit3200,Fixing Race Condition incase of Screenshot Cmd,packages/core/test/utils.test.js,race condition,describe(;it(;test(,async,7,3,134,1,1,2024-11-25T13:26:17Z,2024-11-27T07:46:13Z,promise:0;async:7,packages/core/test/utils.test.js:7
https://api.github.com/repos/TheFocusTech/DomainQA,TheFocusTech/DomainQA,https://github.com/TheFocusTech/DomainQA/pull/96,OlgaTsoy,fix test 06_04 change locator,tests/06Blog.spec.js;tests/09NonAuthorizedUser.spec.js,flaky test,describe(;it(;test(,async,89,3,8,2,2,2024-11-26T03:58:39Z,2024-11-26T15:31:28Z,promise:0;async:89,tests/06Blog.spec.js:13;tests/09NonAuthorizedUser.spec.js:76
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4940,bengl,v5.28.0 proposal,integration-tests/init.spec.js;packages/datadog-plugin-azure-functions/test/integration-test/client.spec.js;packages/datadog-plugin-langchain/test/index.spec.js,race condition,describe(;it(;test(,async;promise,28,30,382,3,3,2024-11-25T21:42:35Z,2024-11-26T02:33:31Z,promise:1;async:27,integration-tests/init.spec.js:1;packages/datadog-plugin-azure-functions/test/integration-test/client.spec.js:7;packages/datadog-plugin-langchain/test/index.spec.js:20
https://api.github.com/repos/DataDog/dd-trace-js,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4939,bengl,v4.52.0 proposal,integration-tests/init.spec.js;packages/datadog-plugin-azure-functions/test/integration-test/client.spec.js;packages/datadog-plugin-langchain/test/index.spec.js,race condition,describe(;it(;test(,async;promise,28,30,383,3,3,2024-11-25T21:42:17Z,2024-11-26T02:33:23Z,promise:1;async:27,integration-tests/init.spec.js:1;packages/datadog-plugin-azure-functions/test/integration-test/client.spec.js:7;packages/datadog-plugin-langchain/test/index.spec.js:20
https://api.github.com/repos/newrelic/node-newrelic,newrelic/node-newrelic,https://github.com/newrelic/node-newrelic/pull/2790,jsumners-nr,chore: Fixed flaky test on macOS,test/integration/core/fs.test.js,flaky test,test(,async;promise,39,1,37,1,1,2024-11-25T14:20:53Z,2024-11-25T14:35:02Z,promise:0;async:39,test/integration/core/fs.test.js:39
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/28620,Matt561,fix: replace unreliable setTimeout usage with waitFor,ui/pages/settings/contact-list-tab/add-contact/add-contact.test.js,flaky test,describe(;it(,async,1,1,11,1,1,2024-11-21T16:39:18Z,2024-11-21T17:20:33Z,promise:0;async:1,ui/pages/settings/contact-list-tab/add-contact/add-contact.test.js:1
https://api.github.com/repos/LedgerHQ/ledger-live,LedgerHQ/ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8428,thesan,fix(lld): ❄️ fix flaky portfolio e2e test,apps/ledger-live-desktop/tests/specs/general/portfolio.spec.ts,flaky test,test(,async,3,2,8,1,1,2024-11-21T09:59:29Z,2024-11-21T14:20:56Z,promise:0;async:3,apps/ledger-live-desktop/tests/specs/general/portfolio.spec.ts:3
https://api.github.com/repos/percona/pmm-ui-tests,percona/pmm-ui-tests,https://github.com/percona/pmm-ui-tests/pull/899,saikumar-vs,"updates, fix flaky test, use service_id instead and fix prev merge issue.",tests/metrics/verifyMongoDBCollectionFlags_test.js,flaky test,it(,async,16,2,12,1,1,2024-11-21T05:22:58Z,2024-11-21T06:11:22Z,promise:0;async:16,tests/metrics/verifyMongoDBCollectionFlags_test.js:16
https://api.github.com/repos/DevExpress/DevExtreme,DevExpress/DevExtreme,https://github.com/DevExpress/DevExtreme/pull/28467,EugeniyKiyashko,TestCafe scenario tests: unskip platform scenarios testing (add flaky tests to the skip list),apps/demos/testing/common.test.js;apps/demos/testing/widgets/accordion/Accordion.test.js;apps/demos/testing/widgets/charts/Crosshair.test.js;apps/demos/testing/widgets/charts/CustomAnnotationsDrag.test.js;apps/demos/testing/widgets/charts/CustomLegendMarkers.test.js;apps/demos/testing/widgets/charts/LoadDataOnDemand.test.js;apps/demos/testing/widgets/charts/Overview.test.js;apps/demos/testing/widgets/charts/PieLabelsOverlapping.test.js;apps/demos/testing/widgets/charts/ZoomingAndScrollingAPI.test.js;apps/demos/testing/widgets/charts/ZoomingOnAreaSelection.test.js;apps/demos/testing/widgets/common/EditorAppearanceVariants.test.js;apps/demos/testing/widgets/contextmenu/ContextMenu.test.js;apps/demos/testing/widgets/contextmenu/ContextMenuScrolling.test.js;apps/demos/testing/widgets/contextmenu/ContextMenuShare.test.js;apps/demos/testing/widgets/datagrid/AdvancedMasterDetailView.test.js;apps/demos/testing/widgets/datagrid/AjaxRequest.test.js;apps/demos/testing/widgets/datagrid/Appearance.test.js;apps/demos/testing/widgets/datagrid/BatchEditing.test.js;apps/demos/testing/widgets/datagrid/BatchUpdateRequest.test.js;apps/demos/testing/widgets/datagrid/CellEditingAndEditingAPI.test.js;apps/demos/testing/widgets/datagrid/CustomNewRecordPosition.test.js;apps/demos/testing/widgets/datagrid/DataValidation.test.js;apps/demos/testing/widgets/datagrid/EditStateManagement.test.js;apps/demos/testing/widgets/datagrid/Filtering.test.js;apps/demos/testing/widgets/datagrid/FilteringAPI.test.js;apps/demos/testing/widgets/datagrid/GroupSummaries.test.js;apps/demos/testing/widgets/datagrid/InfiniteScrolling.test.js;apps/demos/testing/widgets/datagrid/MasterDetailAPI.test.js;apps/demos/testing/widgets/datagrid/MasterDetailView.test.js,flaky test,it(;test(,async;promise,76,30,66,29,29,2024-12-02T08:52:11Z,2024-12-04T16:50:47Z,promise:4;async:72,apps/demos/testing/common.test.js:6;apps/demos/testing/widgets/accordion/Accordion.test.js:2;apps/demos/testing/widgets/charts/Crosshair.test.js:2;apps/demos/testing/widgets/charts/CustomAnnotationsDrag.test.js:2;apps/demos/testing/widgets/charts/CustomLegendMarkers.test.js:2;apps/demos/testing/widgets/charts/LoadDataOnDemand.test.js:2;apps/demos/testing/widgets/charts/Overview.test.js:2;apps/demos/testing/widgets/charts/PieLabelsOverlapping.test.js:2;apps/demos/testing/widgets/charts/ZoomingAndScrollingAPI.test.js:2;apps/demos/testing/widgets/charts/ZoomingOnAreaSelection.test.js:2;apps/demos/testing/widgets/common/EditorAppearanceVariants.test.js:8;apps/demos/testing/widgets/contextmenu/ContextMenu.test.js:2;apps/demos/testing/widgets/contextmenu/ContextMenuScrolling.test.js:3;apps/demos/testing/widgets/contextmenu/ContextMenuShare.test.js:2;apps/demos/testing/widgets/datagrid/AdvancedMasterDetailView.test.js:2;apps/demos/testing/widgets/datagrid/AjaxRequest.test.js:2;apps/demos/testing/widgets/datagrid/Appearance.test.js:2;apps/demos/testing/widgets/datagrid/BatchEditing.test.js:2;apps/demos/testing/widgets/datagrid/BatchUpdateRequest.test.js:2;apps/demos/testing/widgets/datagrid/CellEditingAndEditingAPI.test.js:2;apps/demos/testing/widgets/datagrid/CustomNewRecordPosition.test.js:7;apps/demos/testing/widgets/datagrid/DataValidation.test.js:2;apps/demos/testing/widgets/datagrid/EditStateManagement.test.js:4;apps/demos/testing/widgets/datagrid/Filtering.test.js:2;apps/demos/testing/widgets/datagrid/FilteringAPI.test.js:2;apps/demos/testing/widgets/datagrid/GroupSummaries.test.js:2;apps/demos/testing/widgets/datagrid/InfiniteScrolling.test.js:2;apps/demos/testing/widgets/datagrid/MasterDetailAPI.test.js:2;apps/demos/testing/widgets/datagrid/MasterDetailView.test.js:2
https://api.github.com/repos/koodikilpparit/sanapolku,koodikilpparit/sanapolku,https://github.com/koodikilpparit/sanapolku/pull/279,KiviluomaNeera,#266 Remove flaky test,src/pages/ManagePath.test.js,flaky test,describe(;it(,async;promise,12,1,34,1,1,2024-12-02T15:27:24Z,2024-12-02T15:29:43Z,promise:1;async:11,src/pages/ManagePath.test.js:12
https://api.github.com/repos/mnahkies/openapi-code-generator,mnahkies/openapi-code-generator,https://github.com/mnahkies/openapi-code-generator/pull/269,renovate[bot],chore(deps): update all dependencies,integration-tests/typescript-angular/src/app/app.component.spec.ts,race condition,describe(;it(,async,1,26,3543,1,1,2024-12-01T02:08:05Z,2024-12-01T10:38:56Z,promise:0;async:1,integration-tests/typescript-angular/src/app/app.component.spec.ts:1
https://api.github.com/repos/matthewsong18/csc337-final-project,matthewsong18/csc337-final-project,https://github.com/matthewsong18/csc337-final-project/pull/33,matthewsong18,feat: add database schemas,backend/models/__tests__/Chat.test.js;backend/models/__tests__/Message.test.js;backend/models/__tests__/Poll.test.js;backend/models/__tests__/PollOption.test.js;backend/models/__tests__/User.test.js;backend/services/__test__/UserService.test.js,race condition,describe(;it(,async,39,16,4708,6,6,2024-11-28T08:55:19Z,2024-11-29T05:21:46Z,promise:0;async:39,backend/models/__tests__/Chat.test.js:6;backend/models/__tests__/Message.test.js:9;backend/models/__tests__/Poll.test.js:6;backend/models/__tests__/PollOption.test.js:7;backend/models/__tests__/User.test.js:7;backend/services/__test__/UserService.test.js:4
https://api.github.com/repos/langflow-ai/langflow,langflow-ai/langflow,https://github.com/langflow-ai/langflow/pull/4919,anovazzi1,Refactor: update nestedComponent test to improve performance,src/frontend/tests/core/unit/nestedComponent.spec.ts,race condition,test(,async,4,1,8,1,1,2024-11-28T14:31:14Z,2024-11-28T14:58:05Z,promise:0;async:4,src/frontend/tests/core/unit/nestedComponent.spec.ts:4
https://api.github.com/repos/fastify/fastify,fastify/fastify,https://github.com/fastify/fastify/pull/5881,Eomm,chore: fix flaky test,test/close-pipelining.test.js;test/hooks.test.js;test/post-empty-body.test.js;test/trust-proxy.test.js,flaky test,it(;test(,async;promise,51,7,93,4,4,2024-12-08T11:53:27Z,2024-12-13T09:02:36Z,promise:19;async:32,test/close-pipelining.test.js:6;test/hooks.test.js:41;test/post-empty-body.test.js:3;test/trust-proxy.test.js:1
https://api.github.com/repos/meteor/meteor,meteor/meteor,https://github.com/meteor/meteor/pull/13506,nachocodoner,Fix flaky roles tests by comparing expected array values equality regardless the order,packages/roles/tests/serverAsync.js,flaky test,test(,async;promise,84,1,62,1,1,2024-12-05T13:38:14Z,2024-12-06T05:25:52Z,promise:2;async:82,packages/roles/tests/serverAsync.js:84
https://api.github.com/repos/webex/webex-js-sdk,webex/webex-js-sdk,https://github.com/webex/webex-js-sdk/pull/4025,Coread,feat(plugin-meetings): set up the listeners before triggering ice gathering,packages/@webex/plugin-meetings/test/unit/spec/reachability/clusterReachability.ts,race condition,describe(;it(,async;promise,30,2,12,1,1,2024-12-10T11:16:09Z,2024-12-11T15:13:23Z,promise:20;async:10,packages/@webex/plugin-meetings/test/unit/spec/reachability/clusterReachability.ts:30
https://api.github.com/repos/hashicorp/boundary-ui,hashicorp/boundary-ui,https://github.com/hashicorp/boundary-ui/pull/2615,ZedLi,Icu 14778 add more sessions tests,e2e-tests/desktop/fixtures/electronTest.js;e2e-tests/desktop/tests/sessions.spec.js;e2e-tests/desktop/tests/targets.spec.js,flaky test,describe(;it(;test(,async,21,7,329,3,3,2024-12-06T00:20:19Z,2024-12-10T21:11:12Z,promise:0;async:21,e2e-tests/desktop/fixtures/electronTest.js:5;e2e-tests/desktop/tests/sessions.spec.js:9;e2e-tests/desktop/tests/targets.spec.js:7
https://api.github.com/repos/rbredtech/consent-management-provider,rbredtech/consent-management-provider,https://github.com/rbredtech/consent-management-provider/pull/79,ajantsch,Improved automated test cases,spec/api.spec.js;spec/banner-additional-channels.spec.js;spec/banner.spec.js;spec/channel.spec.js;spec/consent-flow.spec.js;spec/core.spec.js;spec/debug-api.spec.js;spec/disabled-channel-id.spec.js;spec/noconsent-flow.spec.js,race condition,describe(;it(;test(,async;promise,99,13,927,11,9,2024-12-13T11:42:26Z,2025-03-24T11:29:05Z,promise:27;async:72,spec/api.spec.js:4;spec/banner-additional-channels.spec.js:12;spec/banner.spec.js:12;spec/channel.spec.js:7;spec/consent-flow.spec.js:23;spec/core.spec.js:8;spec/debug-api.spec.js:14;spec/disabled-channel-id.spec.js:8;spec/noconsent-flow.spec.js:11
